codice,denominazione,area,parent_codice,coverage,needs_reviewer,file_fonte
153120,"Cause in materia di rapporti societari, ivi compresi quelli concernenti le societa di fatto nonche l'accertamento, la costituzione, la modificazione o l'estinzione del rapporto societario",Contenzioso civile,153,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
153121,Cause in materia di trasferimento di partecipazioni sociali e di negozi o diritti inerenti,Contenzioso civile,153,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
153122,Cause in materia di patti parasociali,Contenzioso civile,153,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
153123,"Cause in materia di offerte pubbliche di acquisto, di scambio e di vendita (O.P.A., O.P.S., O.P.V.)",Contenzioso civile,153,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
153999,Altri istituti di diritto societario soggetti al d.l.vo n. 5/2003,Contenzioso civile,153,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
154112,"Pagamento di somma di danaro o di consegna di cosa mobile in cause di impugnazione delle deliberazioni dell'assemblea e del c.d.a. delle societa, delle mutue assicuratrici e delle societa cooperative",Contenzioso civile,154,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
154120,"Pagamento di somma di danaro o di consegna di cosa mobile in materia di rapporti societari, ivi compresi quelli concernenti le societa di fatto",Contenzioso civile,154,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
154121,Pagamento di somma di danaro o di consegna di cosa mobile in cause in materia di trasferimento di partecipazioni sociali e di negozi o diritti inerenti,Contenzioso civile,154,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
154122,Pagamento di somma di danaro o di consegna di cosa mobile in cause in materia di patti parasociali,Contenzioso civile,154,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
154123,"Pagamento di somma di danaro o di consegna di cosa mobile in cause in materia di offerte pubbliche di acquisto, di scambio e di vendita (O.P.A., O.P.S., O.P.V.)",Contenzioso civile,154,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
154999,Pagamento di somma di danaro o di consegna di cosa mobile in cause residuali in materia di dirtto societario soggette al d.l.vo n. 5/2003,Contenzioso civile,154,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
170001,Brevetto (invenzione e modello) - Marchio: Nullita - Decadenza,Contenzioso civile,170,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
170002,Brevetto di invenzione,Contenzioso civile,170,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
170003,Brevetto di modello di utilita',Contenzioso civile,170,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
170004,Marchio,Contenzioso civile,170,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
170009,Brevetto (invenzione e modello)-Marchio: Altre ipotesi,Contenzioso civile,170,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
170011,Concorrenza sleale,Contenzioso civile,170,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
170013,Concorrenza sleale interferente,Contenzioso civile,170,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
170014,Marchi di fatto,Contenzioso civile,170,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
170015,Nome a dominio,Contenzioso civile,170,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
170021,Diritto di autore,Contenzioso civile,170,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
170031,Ditta - Insegna - Denominazione sociale - Ragione sociale,Contenzioso civile,170,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
170041,Antitrust afferente diritti di proprieta' industriale,Contenzioso civile,170,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
170042,Antitrust,Contenzioso civile,170,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
170999,Altri istituti di diritto industriale,Contenzioso civile,170,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
171001,Opposizione alla sentenza dichiarativa di fallimento (art. 18),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171002,Opposizione all'accertamento dello stato di insolvenza,Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171101,azione di inefficacia ex art. 44,Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171102,azione di inefficacia ex art. 64,Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171103,azione ex artt. 72 e ss.,Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171104,azione di inefficacia ex art. 167,Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171105,Azione revocatoria fallimentare (artt. 67 e ss.),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171201,Opposizione allo stato passivo (art. 98),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171202,Impugnazione dei crediti ammessi (art. 100),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171203,Insinuazione tardiva di credito (art. 101 R.D.),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171204,Istanza di revocazione contro crediti ammessi (art. 102),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171205,"Domande di rivendicazione,, restituzione e separazione di cose mobili (art. 103)",Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171301,Contestazione avverso il rendiconto del curatore (art. 116),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171311,Cause di omologazione di concordato fallimentare (artt. 124 e ss.),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171321,Cause di omologazione di concordato preventivo (art. 160 e ss.),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171401,Istanza e ricorso per la dichiarazione di fallimento e relativo reclamo (art. 6-22 del R.D. n. 267/1942),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171402,Istanza per estensione di fallimento (art. 147 del R.D. n. 267/1942,Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171403,Accertamento dello stato di insolvenza nella Liquidazione coatta amministrativa o nella Amministrazione straordinaria e relativo reclamo,Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171404,Esdebitazione del Debitore Incapiente (CCI),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171405,Reclamo avverso il rigetto della dichiarazione dello stato di insolvenza (LCA),Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171406,Opposizione all'omologazione del piano di ristrutturazione,Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
171999,Altri istituti di diritto fallimentare,Contenzioso civile,171,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
172001,Brevetto (invenzione e modello) - Marchio,Contenzioso civile,172,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
172011,Concorrenza sleale,Contenzioso civile,172,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
172012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,Contenzioso civile,172,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
172021,Diritto di autore,Contenzioso civile,172,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
172031,Ditta - Insegna - Denominazione sociale,Contenzioso civile,172,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
172999,Altri istituti di diritto industriale,Contenzioso civile,172,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
173001,Brevetto (invenzione e modello) - Marchio,Contenzioso civile,173,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
173011,Concorrenza sleale,Contenzioso civile,173,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
173012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,Contenzioso civile,173,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
173021,Diritto di autore,Contenzioso civile,173,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
173031,Ditta - Insegna - Denominazione sociale,Contenzioso civile,173,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
173999,Altri istituti di diritto industriale,Contenzioso civile,173,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
174101,Azione di inefficacia ex art. 144 CCI,Contenzioso civile,174,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
174102,Azione di inefficacia ex art. 163 CCI,Contenzioso civile,174,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
174103,Azione di inefficacia ex art. 94 CCI,Contenzioso civile,174,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
174104,Azione revocatoria ex art. 166 CCI,Contenzioso civile,174,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
174201,Opposizione sentenza di apertura della liquidazione giudiziale,Contenzioso civile,174,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
174202,Opposizione all'accertamento dello stato di insolvenza,Contenzioso civile,174,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
174203,Opposizione omologazione concordato preventivo,Contenzioso civile,174,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
174204,Opposizione omologazione accordo di ristrutturazione,Contenzioso civile,174,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
174999,Altri istituti di diritto concorsuale,Contenzioso civile,174,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
180001,"Opposizione all'ordinanza-ingiunzione ex artt. 22 e ss., L. n. 689/1981 relative a sanzioni per emissione di assegni a vuoto",Contenzioso civile,180,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
180002,"Opposizione ord. ingiunzione ex artt. 22 e ss., L.689/1981 (violazione del codice della strada)",Contenzioso civile,180,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
180003,Opposizione ordinanza prefettizia di cui all'art. 75 c.4 DPR 309/1990 (stupefacenti),Contenzioso civile,180,curata,False,XSD_SIGP_20241128/schema/base_v2/tipi-base.xsd
180004,Opposizione ordinanza/decreto prefettizio di cui all'art. di cui all'art. 75 c.9 DPR 309/1990 (stupefacenti),Contenzioso civile,180,curata,False,XSD_SIGP_20241128/schema/base_v2/tipi-base.xsd
180011,Risarcimento danni da occupazione illegittima ed accessione invertita,Contenzioso civile,180,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
180021,Contenzioso di diritto tributario e doganale,Contenzioso civile,180,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
180031,Contenzioso di diritto valutario,Contenzioso civile,180,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
180041,Contenzioso relativo a beni demaniali,Contenzioso civile,180,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
180051,Risarcimento danni da provvedimento illegittimo della P-A.,Contenzioso civile,180,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
180099,"Opposizione all'ordinanza di ingiunzione ex artt. 22 e ss. L.689/81 (escluse quelle relative a sanzioni per emissione di assegni a vuoto, quelle relative al codice della strada e quelle in materia di lavoro e di previdenza o assist. obbl)",Contenzioso civile,180,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
180999,Altre controversie di diritto amministrativo,Contenzioso civile,180,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181003,"Cause di respons. vs gli organi amministrativi e di controllo,etc - Sez. Spec. Impresa",Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181004,"Impugn delle deliber. dell'assem. e del CdA,etc. - Sez. Spec. Impresa",Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181005,Cause in materia di rapporti societari - Sez. Spec. Impresa,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181006,Brevetto di invenzione,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181007,Brevetto di modello di utilita',Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181008,Marchio,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181009,Concorrenza sleale interferente,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181010,Marchi di fatto,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181011,Nome a dominio,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181012,Diritto di autore e diritti connessi,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181013,Ditta - Insegna - Denominazione sociale - Ragione sociale,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181014,Disegni e modelli comunitari registrati,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181015,Disegni e modelli comunitari non registrati,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181016,Disegni e modelli nazionali,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181017,Controversie in materia di proprieta' industriale per violazione della normativa antitrust nazionale,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181018,Controversie in materia di proprieta' industriale per violazione della normativa antitrust dell’Unione Europea,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181019,Controversie in materia di operazioni di concentrazione societarie,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181020,Controversie in materia di intese e abuso di posizione dominante per violazione della normativa antitrust nazionale,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181021,Controversie in materia di intese e abuso di posizione dominante per violazione della normativa antitrust dell’Unione Europea,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181022,Marchio Europeo,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181023,Brevetto Europeo,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181024,Marchio collettivo (art. 11 c.p.i.),Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181025,Tutela indicazioni geografiche (art. 29 c.p.i.),Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181026,Tutela segreti commerciali (art. 98 c.p.i.),Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181027,Tutela delle informazioni segrete – Know how (art. 99 c.p.i.),Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181028,Appalti pubblici sopra soglia di rilevanza comunitaria,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181029,Cause in materia di trasferimento di partecipazioni sociali etc. - Sez. Spec. imprese,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181030,Cause in materia di patti parasociali - Sez. Spec. Impresa,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181031,Cause in materia di offerte pubbliche etc. - Sez. Spec. Impresa,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181032,Revocazione ex art. 395 c.p.c. - Sez. Spec. Impresa,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181033,Opposizione di terzo ex artt. 404 e ss. c.p.c. - Sez. Spec. Impresa,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181034,Controversie in materia di indennita' di espropriazione dei diritti di proprieta' industriale,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181035,"Controversie contro i provvedimenti del Consiglio dell’ordine di cui al capo VI del D.Lgs. 30/2005,",Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181036,"Cause in materia di rapporti tra societa' di cui agli artt. 2359, co. 1, n. 3, 2497septies c.c. e 2545septies c.c.",Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181037,Azione revocatoria (art. 2901 c.c.) - Sez. Spec. Impresa,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181040,Azione di Classe,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181041,Reclamo avverso ordinanza su ammissibilita' azione collettiva,Contenzioso civile,181,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
181042,Azione inibitoria collettiva,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181044,Impugnazione Decreto 840-undecies,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181099,Altre controversie di competenza della Sez. Spec. dell’Impresa in materia di propr. Industriale e diritto d’autore,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
181999,Altre controversie di competenza della Sez. Spec. dell’Impresa in materia societaria,Contenzioso civile,181,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
201002,Revocazione della sentenza ex artt. 395 e ss. c.p.c.,Lavoro e previdenza,201,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210001,Ingiunzione in materia di lavoro,Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210002,Ingiunzione in materia di previdenza obbligatoria,Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210003,Ingiunzione in materia di assistenza obbligatoria,Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210010,Art. 28 fase sommaria,Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210011,Art. 28 fase di opposizione,Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210012,"ex art. 18, 7' comma, Statuto lavoratori",Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210013,"ex art. 15, L. n. 903/1977 (parita uomo-donna)",Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210014,Accertamento Tecnico Preventivo ex art. 445 bis c.p.c.,Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210015,Ricorso art. 1 comma 47 e seg. - L.92/2012 (cd. Fornero),Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210016,Opposizione L. 92/2012 cd. Legge Fornero,Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210017,"Reclamo ex art. 1, comma 58, L. 92/2012",Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
210999,altre ipotesi,Lavoro e previdenza,210,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
211001,sequestro conservativo,Lavoro e previdenza,211,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
211002,Sequestro giudiziario ex art. 670 c.p.c.,Lavoro e previdenza,211,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
211010,art. 700 per licenziamento,Lavoro e previdenza,211,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
211011,art. 700 per dequalificazione,Lavoro e previdenza,211,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
211012,art. 700 per altre ragioni,Lavoro e previdenza,211,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
211999,altre ipotesi,Lavoro e previdenza,211,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220001,qualificazione,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220002,appalto di manodopera,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220003,lavoro interinale,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220004,avviamento obbligatorio,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220010,contratto a termine e di formazione e lavoro,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220011,apprendistato,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220012,patto di prova,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220020,categoria e qualifica,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220021,mansione e jus variandi,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220030,trasferimento del lavoratore,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220031,trasferimento di azienda,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220040,sanzione disciplinare conservativa,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220050,retribuzione,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220060,sospensione con intervento della Cassa integrazione guadagni,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220070,Risarcimento danni da infortunio,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220071,Risarcimento danni da dequalificazione,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220072,Risarcimento danni:altre ipotesi,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220100,Licenziamento individuale per giust. motivo soggettivo,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220101,Licenziamento individuale per giust. motivo oggettivo,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220102,Licenziamento individuale per giusta causa,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220103,Licenziamento individuale del dirigente,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220104,Licenziamento del socio della cooperativa,Lavoro e previdenza,220,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
220105,Licenziamento discriminatorio,Lavoro e previdenza,220,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
220110,Licenziamento collettivo e mobilita,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220111,Impugnazione licenziamento con domanda di reintegrazione,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
220120,Dimissioni,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
