source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,181022,Marchio Europeo,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_D947363C941D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181023,Brevetto Europeo,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_A2E78A108216,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181024,Marchio collettivo (art. 11 c.p.i.),Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_8F35F67115DC,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181025,Tutela indicazioni geografiche (art. 29 c.p.i.),Contenzioso civile,Sezione specializzata dell'impresa,Volontaria giurisdizione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_86B2E062672F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181026,Tutela segreti commerciali (art. 98 c.p.i.),Contenzioso civile,Sezione specializzata dell'impresa,Volontaria giurisdizione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_03AE71900981,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181027,Tutela delle informazioni segrete – Know how (art. 99 c.p.i.),Contenzioso civile,Sezione specializzata dell'impresa,Volontaria giurisdizione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_AEB35E843B05,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181028,Appalti pubblici sopra soglia di rilevanza comunitaria,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_5234F59AAD1D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181029,Cause in materia di trasferimento di partecipazioni sociali etc. - Sez. Spec. imprese,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_D9ADD3E08CB5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181030,Cause in materia di patti parasociali - Sez. Spec. Impresa,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_078520782345,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181031,Cause in materia di offerte pubbliche etc. - Sez. Spec. Impresa,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_7970347BCAC4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181032,Revocazione ex art. 395 c.p.c. - Sez. Spec. Impresa,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_88FA6C52976A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181033,Opposizione di terzo ex artt. 404 e ss. c.p.c. - Sez. Spec. Impresa,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_BB310BD854F5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181034,Controversie in materia di indennità di espropriazione dei diritti di proprietà industriale,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_BA4F02E4BACD,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181035,"Controversie contro i provvedimenti del Consiglio dell’ordine di cui al capo VI del D.Lgs. 30/2005,",Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_214F0D413781,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181036,"Cause in materia di rapporti tra società di cui agli artt. 2359, co. 1, n. 3, 2497septies c.c. e 2545septies c.c.",Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_1027B6073923,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181037,Azione revocatoria (art. 2901 c.c.) - Sez. Spec. Impresa,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_618BEF131241,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181042,Azione inibitoria collettiva,Contenzioso civile,Sezione specializzata dell'impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_F80F38BA9871,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181099,Altre controversie di competenza della Sez. Spec. dell’Impresa in materia di propr. Industriale e diritto d’autore,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_AA7E06E7B02F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,181999,Altre controversie di competenza della Sez. Spec. dell’Impresa in materia societaria,Contenzioso civile,Sezione specializzata dell'impresa,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_AABE7C56BFA8,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,210001,Ingiunzione in materia di lavoro,Lavoro e previdenza,Procedimenti speciali - ingiunzione,Procedimento monitorio ex artt. 633-656 c.p.c.,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_7986EB2132E0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,210002,Ingiunzione in materia di previdenza obbligatoria,Lavoro e previdenza,Procedimenti speciali - ingiunzione,Procedimento monitorio ex artt. 633-656 c.p.c.,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_0A0AC3F53844,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,210003,Ingiunzione in materia di assistenza obbligatoria,Lavoro e previdenza,Procedimenti speciali - ingiunzione,Procedimento monitorio ex artt. 633-656 c.p.c.,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_C91A461A6F45,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,210011,Procedimento ex art. 28 Statuto dei lavoratori - fase di opposizione,"Controversie in materia di lavoro, previdenza e assistenza obbligatorie",,,impugnazione,Opposizione al decreto,15,,,comunicazione decreto,perentorio,art. 28 c. 4 L. 300/1970,,calcolabile_giorni,True,forward,labor,GP_TERM_0E5EE0857A10,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,210012,"ex art. 18, 7' comma, Statuto lavoratori",Lavoro e previdenza,Procedimenti speciali - ingiunzione,Procedimento monitorio ex artt. 633-656 c.p.c.,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_5AAC66472B73,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,210013,"ex art. 15, L. n. 903/1977 (parita uomo-donna)",Lavoro e previdenza,Procedimenti speciali - ingiunzione,Procedimento monitorio ex artt. 633-656 c.p.c.,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_3854E4DA7843,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,210016,Opposizione L. 92/2012 (Rito Fornero - fase di opposizione),"Controversie in materia di lavoro, previdenza e assistenza obbligatorie",,,impugnazione,Opposizione,30,,,comunicazione/notifica ordinanza,perentorio,,,calcolabile_giorni,True,forward,labor,GP_TERM_EFAEA3573040,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,210017,"Reclamo ex art. 1, comma 58, L. 92/2012",Lavoro e previdenza,Procedimenti speciali - ingiunzione,Procedimento monitorio ex artt. 633-656 c.p.c.,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_E15ED8969AD0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,210999,altre ipotesi,Lavoro e previdenza,Procedimenti speciali - ingiunzione,Procedimento monitorio ex artt. 633-656 c.p.c.,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_E5E2CC0ADDF3,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,211001,sequestro conservativo,Lavoro e previdenza,Procedimenti cautelari ante causam,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_11DE8175601A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,211002,Sequestro giudiziario ex art. 670 c.p.c.,Lavoro e previdenza,Procedimenti cautelari ante causam,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_F1A02D9BDC93,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,211999,altre ipotesi,Lavoro e previdenza,Procedimenti cautelari ante causam,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_780E71D73971,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220002,appalto di manodopera,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_528259084500,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220003,lavoro interinale,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_7577455B3667,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220004,avviamento obbligatorio,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_94205A5CEC77,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220010,contratto a termine e di formazione e lavoro,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_15A57C5BE1FC,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220011,apprendistato,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_7C9667277E93,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220012,patto di prova,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_D9657C4C0941,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220020,categoria e qualifica,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_A9E03D54BEC8,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220021,mansione e jus variandi,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_139538F11046,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220030,trasferimento del lavoratore,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_52E58DB1341E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220031,trasferimento di azienda,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_A0A20A8B2A89,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220040,sanzione disciplinare conservativa,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_6C91BBC83AC7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220060,sospensione con intervento della Cassa integrazione guadagni,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_77440D4D7E46,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220070,Risarcimento danni da infortunio,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_BBB957A9FBC6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220071,Risarcimento danni da dequalificazione,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_C45CE869DE29,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220072,Risarcimento danni:altre ipotesi,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_2801F7EB1893,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220100,Licenziamento individuale per giustificato motivo soggettivo,Lavoro - licenziamenti individuali,Impugnazione licenziamento disciplinare per giustificato motivo soggettivo (g.m.s.),Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015 - tutele crescenti) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),impugnazione,Impugnazione stragiudiziale,60,,,comunicazione licenziamento,decadenziale,art. 6 L. 604/1966,,calcolabile_giorni,True,forward,labor,GP_TERM_E210E4863855,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220100,Licenziamento individuale per giustificato motivo soggettivo,Lavoro - licenziamenti individuali,Impugnazione licenziamento disciplinare per giustificato motivo soggettivo (g.m.s.),Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015 - tutele crescenti) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),impugnazione,Deposito ricorso giudiziale,180,,,impugnazione stragiudiziale,decadenziale,art. 6 c. 2 L. 604/1966,,calcolabile_giorni,True,forward,labor,GP_TERM_05A35B4BC1F5,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220100,Licenziamento individuale per giustificato motivo soggettivo,Lavoro - licenziamenti individuali,Impugnazione licenziamento disciplinare per giustificato motivo soggettivo (g.m.s.),Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015 - tutele crescenti) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),costituzione,Costituzione datore di lavoro,10,,,prima dell'udienza,perentorio (decadenze),art. 416 c.p.c.,,calcolabile_giorni,True,forward,labor,GP_TERM_61D20794B69B,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220100,Licenziamento individuale per giustificato motivo soggettivo,Lavoro - licenziamenti individuali,Impugnazione licenziamento disciplinare per giustificato motivo soggettivo (g.m.s.),Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015 - tutele crescenti) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),impugnazione,Appello sentenza primo grado,30,,,notifica sentenza,perentorio,art. 434 c.p.c.,,calcolabile_giorni,True,forward,labor,GP_TERM_8C73DF2D29FC,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220100,Licenziamento individuale per giustificato motivo soggettivo,Lavoro - licenziamenti individuali,Impugnazione licenziamento disciplinare per giustificato motivo soggettivo (g.m.s.),Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015 - tutele crescenti) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),impugnazione,Appello senza notifica (termine lungo),180,,,pubblicazione sentenza,perentorio,art. 327 c.p.c.,,calcolabile_giorni,True,forward,labor,GP_TERM_68B456D5A41F,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220100,Licenziamento individuale per giustificato motivo soggettivo,Lavoro - licenziamenti individuali,Impugnazione licenziamento disciplinare per giustificato motivo soggettivo (g.m.s.),Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015 - tutele crescenti) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),impugnazione,Ricorso per cassazione,60,,,notifica sentenza appello,perentorio,art. 325 c.p.c.,,calcolabile_giorni,True,forward,labor,GP_TERM_C400DE8708EB,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220101,Licenziamento individuale per giustificato motivo oggettivo (gmo),Lavoro - licenziamenti individuali,Impugnazione licenziamento per ragioni economiche/organizzative/produttive,Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),impugnazione,IMPUGNAZIONE STRAGIUDIZIALE,60,,,ricezione licenziamento,DECADENZIALE,art. 6 L. 604/1966,MASSIMA,calcolabile_giorni,True,forward,labor,GP_TERM_AF66CEFEC81E,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220101,Licenziamento individuale per giustificato motivo oggettivo (gmo),Lavoro - licenziamenti individuali,Impugnazione licenziamento per ragioni economiche/organizzative/produttive,Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),impugnazione,DEPOSITO RICORSO,180,,,impugnazione stragiudiziale,DECADENZIALE,art. 6 c. 2 L. 604/1966,MASSIMA,calcolabile_giorni,True,forward,labor,GP_TERM_83C45F691C3F,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220101,Licenziamento individuale per giustificato motivo oggettivo (gmo),Lavoro - licenziamenti individuali,Impugnazione licenziamento per ragioni economiche/organizzative/produttive,Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),costituzione,Costituzione datore,10,,,prima udienza,perentorio,art. 416 c.p.c.,,calcolabile_giorni,True,backward,labor,GP_TERM_3091D5A3ED5C,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220101,Licenziamento individuale per giustificato motivo oggettivo (gmo),Lavoro - licenziamenti individuali,Impugnazione licenziamento per ragioni economiche/organizzative/produttive,Rito ordinario del lavoro ex artt. 409 e ss. c.p.c. (per assunti dal 7/3/2015) OR Rito Fornero ex L. 92/2012 c. 47-69 (per assunti ante 7/3/2015 con tutela ex art. 18 St.Lav.),impugnazione,Appello,30,,,notifica sentenza,perentorio,,,calcolabile_giorni,True,forward,labor,GP_TERM_043B80683A2E,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,220104,Licenziamento del socio della cooperativa,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_0DF7696380F1,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220105,Licenziamento discriminatorio,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_4E91D7A620DA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220111,Impugnazione licenziamento con domanda di reintegrazione,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_5469D74981C0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220120,Dimissioni,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_3BAAE9FDD7C2,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,220999,Altre ipotesi,Lavoro e previdenza,Lavoro dipendente da privato,Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_6A3054275AAA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,221001,qualificazione,Lavoro e previdenza,"Pubblico impiego con pregiudiziale in materia di efficacia, validità o interpretazione",Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_DDB091BC6742,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,221002,appalto di manodopera,Lavoro e previdenza,"Pubblico impiego con pregiudiziale in materia di efficacia, validità o interpretazione",Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_C4176D3FDF17,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,221003,lavoro interinale,Lavoro e previdenza,"Pubblico impiego con pregiudiziale in materia di efficacia, validità o interpretazione",Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_48EDD1822D57,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,221004,avviamento obbligatorio,Lavoro e previdenza,"Pubblico impiego con pregiudiziale in materia di efficacia, validità o interpretazione",Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_4A1672CD4B9F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,221010,contratto a termine e di formazione e lavoro,Lavoro e previdenza,"Pubblico impiego con pregiudiziale in materia di efficacia, validità o interpretazione",Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_A162610732A4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,221011,apprendistato,Lavoro e previdenza,"Pubblico impiego con pregiudiziale in materia di efficacia, validità o interpretazione",Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_9B974969A6CA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,221012,patto di prova,Lavoro e previdenza,"Pubblico impiego con pregiudiziale in materia di efficacia, validità o interpretazione",Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_294CF790840E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,221020,categoria e qualifica,Lavoro e previdenza,"Pubblico impiego con pregiudiziale in materia di efficacia, validità o interpretazione",Rito del lavoro,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,labor,GP_TERM_438809F9E19C,Richiede verifica professionale prima di calcolo automatico.
