codice,denominazione,profilo,profilo_label,termini_processuali,fonti_ufficiali,quality_hint
400272,"Revoca di amministratore di comunione o condominio (artt. 1105 e 1129, 3' comma c.c.) (COLLEGIO)",volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400280,Nomina degli arbitri (art. 810 c.p.c.),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400281,Liquidazione delle spese e dell'onorario dell'arbitro (art. 814 c.p.c.),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
400282,Dichiarazione di esecutivita del lodo arbitrale (art. 825 c.p.c.),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400290,Svincolo indennita L.686/1926 e L.2359/1865,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400300,Ricevimento e verbalizzazione di dichiarazione giurata,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400310,Apertura forzata di cassetta di sicurezza (art. 1841 c.c.),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400320,Ricorso avverso provvedimenti C.R.A. (art. 7 L. 443/85),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400330,N.O. trapianto tra viventi (art. 2 L. 26.6.1967 n. 458),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400400,Procedimento disciplinare contro notaio (COLLEGIO),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400401,Idoneita cauzione notarile (art. 22 L. 16.2.1913 n. 89),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400402,Nomina interprete per sordomunti (artt. 56 e 57 L. 16.2.1913 n. 89),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400403,Nomina professionista in luogo dell'OCC,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400404,Misure protettive e cautelari (risanamento aziendale),cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
400405,Autorizzazioni del tribunale (risanamento aziendale),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400410,"Procedimenti relativi agli ordini professionali (iscrizione, elezione, impugnazione contro provvedimento disciplinare, etc.)",impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
400510,"Cancellazione di nome dall'elenco dei protesti (art. 12, L. n. 349/1973)",volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400511,Disposizioni in materia di riabilitazione civile del debitore protestato (art. 17 L. 108/96 - usura),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400610,Reclamo avverso il rifiuto del conservatore di procedere alla cancellazione di ipoteca (artt. 2888 c.c. e 113 Disp. Att. c.p.c.) (COLLEGIO),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
400710,Impugnazione ex lege sulla privacy (L. n. 675/1996),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
400711,Opposizione al provvedimento del garante per la tutela delle persone e di altri soggetti rispetto al trattamento dei dati personali (art. 29 L. n. 675/1996),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
400801,"Titolo legale per le successioni aperte in Italia riguardanti i depositi iscritti presso la Cassa depositi e prestiti (art. 15, Libro II, T.U. n. 453/1913 come modificato dall'art. 7 L. 6.7.1949 n. 466)",volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400802,Richiesta documentazione per la successione aperta in Italia in titoli del debito pubblico (artt. 14 e 15 L. 12.8.1975 n. 752),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
400902,Opposizione ex. Art. 5 ter L89/2001,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
400999,Altri istituti camerali e di volontaria giurisdizione,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
401001,Notificazione per i pubblici proclami (art.150 cpc),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
401002,Rilascio seconda copia esecutiva (art. 476 cpc),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
401003,Ricerca con modalita' telematiche dei beni da pignorare - Art. 492 bis.,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
406001,Attuazione di sentenze e provvedimenti stranieri e autorizzazione assunzioni rogatorie (artt. 67 e 69 L. n. 218/95),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406100,Iscrizione albo liquidatori di avaria,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406200,Sanzioni amministrative comminate dalla Banca d'Italia (art. 145 D.L.vo n. 385/93 - solo Roma),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406210,Sanzioni amministrative comminate dalla Consob (D.L.vo n. 58/98 - foro regionale),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406220,"Azioni di nullita`, risarcimento danno e provvedimenti di urgenza legge anti trust (art. 33 L. 287/1990)",cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
406300,Dichiarazione di esecutivita di decisioni straniere in materia civile e commerciale (Reg. CE 44/01 e ss. mod. ed int.),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406301,Esecutorieta lodo arbitrale straniero (Provv. Presidenziale),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406302,Trasmissione in forma autentica sentenze in forza della convenzione con la Repubblica di S. Marino,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406303,Dichiarazione di esecutivita' decisioni in materia matrimoniale e di potesta' dei genitori sui figli (Regolamento (CE) n. 1347/2000 del 29 maggio 2000),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406801,"Titolo legale per le successioni aperte in Italia riguardanti i depositi iscritti presso la Cassa depositi e prestiti (art. 15, Libro II, T.U. n. 453/1913 come modificato dall'art. 7 L. 6.7.1949 n. 466)",impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406802,Richiesta documentazione per la successione aperta all'estero in titoli del debito pubblico (artt. 14 e 15 L. 12.8.1975 n. 752),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
406999,Altri istituti di competenza della Corte di Appello in 1^ grado,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
411002,"Ricorso per violenza domestica o di genere ex artt. 473bis.40, 473bis.41, 473bis.42 cpc",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411003,Reclamo provvedimenti temporanei e urgenti ex art. 473bis.24 c.p.c.,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
411510,Esecutorieta sentenza Sacra Rota nullita di matrimonio - domanda congiunta (L. 121/85),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411603,Attuazione dei provvedimenti sull'affidamento,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411610,Attribuzione di quota di pensione e di indennita di fine rapporto lavorativo,lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
411620,Adozione di maggiorenni,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411630,Dichiarazione giudiziale di paternita e maternita naturale -amissibilita,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411640,Fondo patrimoniale (artt. 167 e ss. c.c.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411641,Sostituzione dell'amministratore del patrimonio familiare,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411650,"Matrimonio (pubblicazioni matrimoniali ex artt. 93 e ss. c.c., nulla osta al matrimonio dello straniero, etc.)",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411660,Sequestro dei beni del coniuge separato (art. 156 c.c.),cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
411670,Fondo solidarietà ex L. 208/2015,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411671,Separazione consensuale e divorzio congiunto (Cessazione effetti civili),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411672,Separazione consensuale e divorzio congiunto (Scioglimento matrimonio),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411673,Modifica delle condizioni di separazione (ricorso congiunto),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411674,Divorzio congiunto - Cessazione effetti civili,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411675,Modifica delle condizioni di divorzio (ricorso congiunto),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411676,Divorzio congiunto - Scioglimento matrimonio,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411677,Regolamentazione dell'esercizio della responsabilità genitoriale (ricorso congiunto),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411678,Modifica condizioni regolamentaz. esercizio responsabilità genitoriale (ricorso congiunto),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411679,Fondo patrimoniale (artt. 167 e ss. c.c.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411680,Sostituzione dell'amministratore del patrimonio familiare,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411681,Stato civile (rettifica del nome e altri atti dello Stato civile),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411682,Dichiarazione di assenza o di morte presunta (COLLEGIO),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411683,Adozione di maggiorenni,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411684,Esecutorieta sentenza Sacra Rota nullita di matrimonio (L. 121/85),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411685,Accertamento dei requisiti sentenza straniera di divorzio (art. 67 L. 218/95),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411686,Esecutorieta sentenza Sacra Rota nullita di matrimonio - domanda congiunta,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411687,"Matrimonio (pubbl.ni matrimoniali ex artt. 93 e ss. cc, nulla osta al matrim.)",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411688,Istanza per la nomina del curatore speciale del minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411689,Assunzione del cognome del genitore da parte del figlio naturale minorenne (art. 262 Cod. Civ.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411703,Accordi ex art. 6 d.l. n.132 del 2014,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411706,Separazione consensuale,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
411999,Altri istituti di diritto di famiglia (es. mantenimento figli naturali e legittimi),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412301,"Deprecato (Non Iscrivibile) - Procedimenti per la dichiarazione di adottabilita (artt. 8, 9, 11 e 12 L. n. 184/1983)",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412302,Deprecato (Non Iscrivibile) - Dichiarazione di disponibilita all'adozione (art. 22 L. n. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412303,Impugnazione decreto affidamento preadottivo (art. 24 L. n. 184/1983),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
412304,Opposizioni a dichiarazioni di adottabilita (art.17 L. n. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412305,Adozione in casi particolari (art. 44 lett. a L. n. 184/1983 - vincolo di parentela),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412306,Adozione in casi particolari (art. 44 lett. b L. n. 184/1983 - figlio adottivo dell'altro coniuge),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412307,Deprecato (Non Iscrivibile) - Adozione in casi particolari (art. 44 lett. c L. n. 184/1983 - impossibilita affidamento preadottivo),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412308,Idoneita all'adozione di minori stranieri (art.30 L. n. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412309,Deprecato (Non Iscrivibile) - Dichiarazioni di efficacia di provvedimenti stranieri in materia di adozione (art.32 L. n. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412310,Impugnazione sentenza di adozione (art. 26 L. n. 184/1983),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
412311,Adozione in casi particolari (art. 44 lett. d L. n. 184/1983 - impossibilita' affidamento preadottivo),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412312,Adozione in casi particolari (art. 44 lett. c L. n. 184/1983 - minore orfano e portatore di handicap),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412313,Procedimento di adozione ex art. 35 co. 2 L. 184/1983 (ratifica adozione estera),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412314,Procedimento di adozione ex art. 35 co. 4 L. 184/1983 (ratifica adozione estera con affido preadottivo),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412315,Procedimento di adozione ex art. 36 co. 2 L. 184/1983 (Paesi non Aja),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412316,Procedimento di adozione ex art. 36 co. 4 L. 184/1983 (cittadini italiani residenti all'estero),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412317,Revoca dello stato di adottabilita' (Art. 21 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412318,Revoca adozione in casi particolari per fatto dell'adottato (Art. 51 L. n. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412319,Revoca adozione in casi particolari per fatto dell'adottante (Art. 52 L. n. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412320,Revoca decreto di idoneita' adozione internazionale (art. 30 co. 4 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412321,Autorizzazione al rilascio degli atti di cui all'art. 28 L. 184/1983,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
412400,Deprecato (Non Iscrivibile) - Affidamento minori,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412401,Deprecato (Non Iscrivibile) - Regolamentazione della potesta fra genitori (art. 317 bis),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412420,Deprecato (Non Iscrivibile) - Regolamentazione visite,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412421,Affidamento minori (ante Riforma Cartabia),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412501,Ammissione al matrimonio del minore (art.84),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412502,Deprecato (Non Iscrivibile) - Assunzione del cognome del genitore da parte del figlio naturale minorenne (art.262),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412503,Deprecato (Non Iscrivibile) - Procedimenti per l'ammissibilita dell'azione di dichiarazione giudiziale di paternità o maternità riguardante minori (art.274) (contenzioso),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412504,Deprecato (Non Iscrivibile) - Autorizzazione all'impugnazione di riconoscimento di paternita o maternita riguardante minori (artt.74 e 264) (contenzioso),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
412505,"Misure amministrative applicate ai minori (R.D. L.20/7/34 n. 1404, art 25)",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412506,Costituzione di usufrutto,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412507,Autorizzazione al riconoscimento (art. 251 Cod. Civ.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412601,Interdizione e inabilitazione ex art. 416 Cod. Civ.,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412701,Autorizzazione per i genitori stranieri all'ingresso o alla permanenza in Italia a seguito del minore (art. 31 co.3 D. Lgs. 286/1998),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412702,Accertamento dell'età del minore (art. 19-bis D. Lgs 142/2015),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
412999,Altri procedimenti,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413001,Rappresentanza ed atti di amministrazione straordinaria di beni di figli minori (art. 320 c.c.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413002,"Nomina di curatore speciale (artt. 320, ult. comma e 321 c.c., art. 45 Disp. Att. C.C.)",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413003,Vigilanza del giudice tutelare sull'osservanza delle condizioni stabilite dal Tribunale per l'esercizio della potesta e per l'amministrazione dei beni (art. 337 C.C.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413010,Apertura della tutela (art. 343 c.c.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413011,Provvedimenti urgenti prima dell'assunzione delle funzioni del tutore o del protutore (art. 361 c.c.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413012,Nomina del cancelliere o del notaio per la formazione dell'inventario (art. 363 c.c.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413013,Provvedimenti circa l'educazione e l'amministraz di beni del minore ex art. 371 C.C.,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413014,"Autorizzazioni del giudice tutelare ex artt. 372, 373 e 374 c.c.",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413015,"Autorizzazioni e pareri del giudice tutelare su atti del curatore dell'emancipato e dell'inabilitato, ex artt. 394, 424 e ss. c.c.",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413016,Rifiuto del consenso da parte del curatore ex art. 395 c.c.,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413017,Apertura della Curatela,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413018,Apertura della Vigilanza sui Minori,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413020,"Interruzione volontaria di gravidanza di minore (art. 12, L. n. 194/1978)",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413030,"Affido familiare consensuale (art. 4, L. n. 184/1983)",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413040,"Autorizzazione al rilascio di documento valido per l'espatrio (art. 3 lett. A-B, L. n. 1185/1967)",esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
413050,Trattamento Sanitario Obbligatorio ed amministrazione provvisoria (L. n. 833/1978),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413062,Autorizzazioni del notaio ex art. art. 21 D.Lgs. 149/2022,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
413999,Altri istituti di competenza del giudice tutelare,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
418001,Ottemperanza sentenze TSAP,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
418002,Declaratoria illegittimita' del silenzio della P.A.,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
418099,Altre controversie di competenza del TSAP da trattare in camera di consiglio,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
420301,Nomina del curatore dell'eredita rilasciata ex art. 508 c.c.,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
420303,Autorizzazioni al curatore dell'eredita giacente per gli atti eccedenti l'ordinaria amministrazione (artt. 782 c.p.c. e 530 c.c.),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
420304,Accettazione Esecutore Testamentario,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
420305,Rinuncia Esecutore Testamentario,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
420310,Proroga per la redazione dell'inventario dell'eredita accettata con beneficio di inventario ex art. 485 c.c.,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
420311,Autorizzazione all'alienazione di beni di eredita accettata con beneficio d'inventario (art. 493 c.c.),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
420320,Vendita di beni ereditari beni mobili,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
420321,Vendita di beni ereditari: beni immobili (COLLEGIO),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
420325,Vendita beni ereditari mobili ante accettazione ex art. 460 cc,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
420326,Vendita beni ereditari immobili ante accettazione ex art. 460 cc,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
420330,"Fissazione termini in materia successoria (artt. 749 c.p.c., 481 e 496 c.c.)",volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
420331,Apposizione e rimozione sigilli in materia successoria (artt. 752-762 e ss. c.p.c.),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
420332,Nomina dell'ufficiale che procede all'inventario ex art. 769 c.p.c.,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
420999,Altri istituti di volontaria giurisdizione e procedimenti camerali in materia di successioni,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
451301,Decreto di omologa degli atti di societa di capitali,impresa_societario,"Impresa, societario e proprietà industriale",3,6,curata_codex_fonti_ufficiali
451312,"Nomina di esperto (artt. 2343, 2440, 2498, 2501 quinquies,2504 novies c.c., etc.)",volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
451314,Nomina del rappresentante comune degli obbligazionisti e dei possessori delle azioni di risparmio (art. 2417 c.c.),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
451320,Riduzione del capitale per perdite (art. 2446 c.c.) (COLLEGIO),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
451330,Ricorso al Giudice del Registro,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
451999,Altri istituti di volontaria giurisdizione e procedimenti camerali in materia di diritto societario,impresa_societario,"Impresa, societario e proprietà industriale",3,6,curata_codex_fonti_ufficiali
452330,Ricorso al giudice del Registro in materia non soggetta al d.l.vo n. 5/2003,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
453301,Decreto di omologa degli atti di societa di capitali (art. 2436 c.c.),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
453312,"Nomina di esperto (artt. 2343, 2343-bis, 2437-ter; 2501-sexies, 2545-undecies c.c., etc.)",contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
453314,Nomina del rappresentante comune degli obbligazionisti e dei possessori delle azioni di risparmio (art. 2417 c.c.),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
453315,Nomina del rappresentante comune dei comproprietari di azioni (art. 2347 c.c.) e di quote (art. 2468 c.c.)obbligazionisti e dei possessori delle azioni di risparmio (art. 2417 c.c.),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
453330,Ricorso al giudice del Registro in materia soggetta al d.l.vo n. 5/2003,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
453420,"Riduzione del capitale per perdite (art. 2446, 2482-bis c.c.) (COLLEGIO)",contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
453421,Approvazione della revoca dei sindaci (art. 2400),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
453422,"Opposizione dei creditori alla riduzione del capitale per recesso del socio (art. 2437-quater c.c.), alla riduzione per esuberanza (artt. 2445, 2482 c.c.), alla costituzione del patrimonio destinato (art. 2447-quater c.c.), alla revoca dell",impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
453423,Decreto di accertamento dello scioglimento della societa (art. 2485 c.c.),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
453424,Decreto di cancellazione della societa dal registro delle imprese su istanza dell'autorita competente al rilascio delle autorizzazioni (art. 223 quater att. C.c.),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
453999,Altre materie soggette al procedimento camerale ex artt. 28 e segg. D.l.vo n. 5/2003,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
454001,Ricorso al giudice del Registro ex art. 2190 e 2191 c.c.,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
454002,Ricorso al giudice del Registro ex art. 2189 c.c.,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
455001,Nomina di liquidatore (artt. 2309 c.c.; art. 2315 c.c.),impresa_societario,"Impresa, societario e proprietà industriale",3,6,curata_codex_fonti_ufficiali
455999,Altre materie soggette al procedimento camerale – società di persone,impresa_societario,"Impresa, societario e proprietà industriale",3,6,curata_codex_fonti_ufficiali
471400,Procedure Concorsuali,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471402,Istanza per estensione di fallimento (art. 147 del R.D. n. 267/1942,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
